Timeslice,TaxUnit,Region,Site,ShortImageRef,ToolClass,KnappingDirection,IMAGE,ARTEFACTNAME,SCALE,Timeslice_range_from,Timeslice_range_to,Long,Lat,Timeslice_discrete,Timeslice_discrete_roman,Timeslice_discrete_counts,Region_counts
TS1,LEpigrav,ASH,Esztergom,Lengyel20082009,ES,NA,TS0_LEpigrav_ASH_Esztergom_Lengyel20082009_ES_na_1,TS0_LEpigrav_ASH_Esztergom_Lengyel20082009_ES_na_1_pseudo_no_1,0.013055,1,1,18.740335,47.785698,TS1,I,"I
(n=447)","ASH
(n=548)"
TS1,LEpigrav,ASH,Esztergom,Lengyel20082009,ES,NA,TS0_LEpigrav_ASH_Esztergom_Lengyel20082009_ES_na_1,TS0_LEpigrav_ASH_Esztergom_Lengyel20082009_ES_na_1_pseudo_no_2,0.013055,1,1,18.740335,47.785698,TS1,I,"I
(n=447)","ASH
(n=548)"
TS1,LEpigrav,ASH,Esztergom,Lengyel20082009,ES,NA,TS0_LEpigrav_ASH_Esztergom_Lengyel20082009_ES_na_1,TS0_LEpigrav_ASH_Esztergom_Lengyel20082009_ES_na_1_pseudo_no_3,0.013055,1,1,18.740335,47.785698,TS1,I,"I
(n=447)","ASH
(n=548)"
TS1,LEpigrav,ASH,Esztergom,Lengyel20082009,ES,NA,TS0_LEpigrav_ASH_Esztergom_Lengyel20082009_ES_na_1,TS0_LEpigrav_ASH_Esztergom_Lengyel20082009_ES_na_1_pseudo_no_4,0.013055,1,1,18.740335,47.785698,TS1,I,"I
(n=447)","ASH
(n=548)"
TS1,LEpigrav,ASH,Nadap,DobosiEtAl1988,ES,NA,TS01_LEpigrav_ASH_Nadap_DobosiEtAl1988_ES_na_1,TS01_LEpigrav_ASH_Nadap_DobosiEtAl1988_ES_na_1_pseudo_no_1,0.016447,1,1,18.577881,47.243813,TS1,I,"I
(n=447)","ASH
(n=548)"
TS1,LEpigrav,ASH,Nadap,DobosiEtAl1988,ES,NA,TS01_LEpigrav_ASH_Nadap_DobosiEtAl1988_ES_na_1,TS01_LEpigrav_ASH_Nadap_DobosiEtAl1988_ES_na_1_pseudo_no_2,0.016447,1,1,18.577881,47.243813,TS1,I,"I
(n=447)","ASH
(n=548)"
TS1,LEpigrav,ASH,Nadap,DobosiEtAl1988,ES,NA,TS01_LEpigrav_ASH_Nadap_DobosiEtAl1988_ES_na_1,TS01_LEpigrav_ASH_Nadap_DobosiEtAl1988_ES_na_1_pseudo_no_3,0.016447,1,1,18.577881,47.243813,TS1,I,"I
(n=447)","ASH
(n=548)"
TS23,AzilTECE,ASH,Seewaende,Gehlen2001,ES,NA,TS23_AzilTECE_ASH_Seewaende_Gehlen2001_ES_na_1,TS23_AzilTECE_ASH_Seewaende_Gehlen2001_ES_na_1_pseudo_no_1,0.003876,2,3,10.592923,47.571749,TS2,II,"II
(n=821)","ASH
(n=548)"
TS23,AzilTECE,ASH,Seewaende,Gehlen2001,ES,NA,TS23_AzilTECE_ASH_Seewaende_Gehlen2001_ES_na_1,TS23_AzilTECE_ASH_Seewaende_Gehlen2001_ES_na_1_pseudo_no_1,0.003876,2,3,10.592923,47.571749,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1_pseudo_no_1,0.009661,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1_pseudo_no_1,0.009661,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1_pseudo_no_1,0.009661,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1_pseudo_no_2,0.009661,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1_pseudo_no_2,0.009661,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1_pseudo_no_2,0.009661,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1_pseudo_no_3,0.009661,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1_pseudo_no_3,0.009661,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1_pseudo_no_3,0.009661,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1_pseudo_no_4,0.009661,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1_pseudo_no_4,0.009661,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1_pseudo_no_4,0.009661,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1_pseudo_no_5,0.009661,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1_pseudo_no_5,0.009661,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_1_pseudo_no_5,0.009661,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2_pseudo_no_1,0.014597,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2_pseudo_no_1,0.014597,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2_pseudo_no_1,0.014597,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2_pseudo_no_2,0.014597,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2_pseudo_no_2,0.014597,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2_pseudo_no_2,0.014597,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2_pseudo_no_3,0.014597,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2_pseudo_no_3,0.014597,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2_pseudo_no_3,0.014597,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2_pseudo_no_4,0.014597,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2_pseudo_no_4,0.014597,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2_pseudo_no_4,0.014597,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2_pseudo_no_5,0.014597,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2_pseudo_no_5,0.014597,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_2_pseudo_no_5,0.014597,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_1,0.018515,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_1,0.018515,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_1,0.018515,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_10,0.018515,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_10,0.018515,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_10,0.018515,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_11,0.018515,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_11,0.018515,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_11,0.018515,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_12,0.018515,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_12,0.018515,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_12,0.018515,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_13,0.018515,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_13,0.018515,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_13,0.018515,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_14,0.018515,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_14,0.018515,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_14,0.018515,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_15,0.018515,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_15,0.018515,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_15,0.018515,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_16,0.018515,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_16,0.018515,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_16,0.018515,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_17,0.018515,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_17,0.018515,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_17,0.018515,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_18,0.018515,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_18,0.018515,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_18,0.018515,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_19,0.018515,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_19,0.018515,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_19,0.018515,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_2,0.018515,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_2,0.018515,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_2,0.018515,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_20,0.018515,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_20,0.018515,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_20,0.018515,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_21,0.018515,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_21,0.018515,2,4,15.67763,48.66015,TS3,III,"III
(n=789)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_21,0.018515,2,4,15.67763,48.66015,TS4,IV,"IV
(n=603)","ASH
(n=548)"
TS24,AzilTECE,ASH,Galgenberg,AntlWieser1986,ES,NA,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3,TS24_AzilTECE_ASH_Galgenberg_AntlWieser1986_ES_na_3_pseudo_no_22,0.018515,2,4,15.67763,48.66015,TS2,II,"II
(n=821)","ASH
(n=548)"
